epoch,train_loss,train_dice_loss,train_rmse_loss,val_loss,val_dice_loss,val_rmse_loss,is_best,epoch_time_sec,green_P,green_R,green_mAP50,green_mAP50_95,green_instances,green_preds,red_P,red_R,red_mAP50,red_mAP50_95,red_instances,red_preds,aqua_P,aqua_R,aqua_mAP50,aqua_mAP50_95,aqua_instances,aqua_preds,overall_P,overall_R,overall_mAP50,overall_mAP50_95
1,0.61896873,1.0,0.04742177,0.61870178,1.0,0.04675439,True,693.4,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
2,0.61896574,1.0,0.04741428,0.61870178,1.0,0.04675439,False,707.86,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
3,0.61896535,1.0,0.04741333,0.61870178,1.0,0.04675439,False,705.28,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
4,0.61896513,1.0,0.04741276,0.61870178,1.0,0.04675439,False,788.85,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
5,0.61895664,1.0,0.04739154,0.61870178,1.0,0.04675439,False,708.08,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
6,0.61897523,1.0,0.04743802,0.61870178,1.0,0.04675439,False,706.91,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
7,0.61897475,1.0,0.04743682,0.61870178,1.0,0.04675439,False,706.88,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
8,0.61897009,1.0,0.04742517,0.61870178,1.0,0.04675439,False,707.38,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
9,0.6189443,1.0,0.04736069,0.61870178,1.0,0.04675439,False,706.41,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
10,0.61896515,1.0,0.04741282,0.61870178,1.0,0.04675439,False,705.62,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
11,0.61894555,1.0,0.04736383,0.61870178,1.0,0.04675439,False,705.33,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
12,0.61896829,1.0,0.04742066,0.61870178,1.0,0.04675439,False,707.8,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
13,0.61895611,1.0,0.04739022,0.61870178,1.0,0.04675439,False,707.12,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
14,0.61896315,1.0,0.04740782,0.61870178,1.0,0.04675439,False,706.44,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
15,0.61896635,1.0,0.04741582,0.61870178,1.0,0.04675439,False,707.89,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
16,0.61897816,1.0,0.04744535,0.61870178,1.0,0.04675439,False,707.54,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
17,0.61896597,1.0,0.04741487,0.61870178,1.0,0.04675439,False,705.93,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
18,0.61896136,1.0,0.04740335,0.61870178,1.0,0.04675439,False,708.23,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
19,0.61896495,1.0,0.04741231,0.61870178,1.0,0.04675439,False,706.13,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
20,0.61897196,1.0,0.04742983,0.61870178,1.0,0.04675439,False,706.41,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
21,0.61896012,1.0,0.04740024,0.61870178,1.0,0.04675439,False,707.8,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
22,0.61895969,1.0,0.04739916,0.61870178,1.0,0.04675439,False,707.14,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
23,0.61895189,1.0,0.04737967,0.61870178,1.0,0.04675439,False,706.25,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
24,0.6189658,1.0,0.04741445,0.61870178,1.0,0.04675439,False,706.77,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
25,0.61895451,1.0,0.04738622,0.61870178,1.0,0.04675439,False,707.59,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
26,0.6189713,1.0,0.0474282,0.61870178,1.0,0.04675439,False,707.6,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
27,0.61896375,1.0,0.04740933,0.61870178,1.0,0.04675439,False,706.52,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
28,0.61897433,1.0,0.04743578,0.61870178,1.0,0.04675439,False,706.65,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
29,0.61896317,1.0,0.04740785,0.61870178,1.0,0.04675439,False,708.25,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
30,0.61894758,1.0,0.0473689,0.61870178,1.0,0.04675439,False,707.48,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
31,0.61897019,1.0,0.04742542,0.61870178,1.0,0.04675439,False,705.5,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
32,0.61895936,1.0,0.04739835,0.61870178,1.0,0.04675439,False,706.2,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
33,0.61896315,1.0,0.04740782,0.61870178,1.0,0.04675439,False,707.26,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
34,0.61896207,1.0,0.04740513,0.61870178,1.0,0.04675439,False,706.59,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
35,0.61896973,1.0,0.04742426,0.61870178,1.0,0.04675439,False,706.36,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
36,0.61896374,1.0,0.04740929,0.61870178,1.0,0.04675439,False,706.99,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
37,0.61896817,1.0,0.04742037,0.61870178,1.0,0.04675439,False,707.21,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
38,0.61895499,1.0,0.04738743,0.61870178,1.0,0.04675439,False,706.54,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
39,0.6189567,1.0,0.0473917,0.61870178,1.0,0.04675439,False,707.1,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
40,0.61896843,1.0,0.04742101,0.61870178,1.0,0.04675439,False,706.25,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
41,0.61896705,1.0,0.04741756,0.61870178,1.0,0.04675439,False,706.6,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
42,0.61896877,1.0,0.04742186,0.61870178,1.0,0.04675439,False,708.29,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
43,0.61895794,1.0,0.04739479,0.61870178,1.0,0.04675439,False,705.96,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
44,0.6189694,1.0,0.04742344,0.61870178,1.0,0.04675439,False,707.02,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
45,0.6189712,1.0,0.04742795,0.61870178,1.0,0.04675439,False,708.74,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
46,0.61896346,1.0,0.04740858,0.61870178,1.0,0.04675439,False,707.49,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
47,0.6189728,1.0,0.04743194,0.61870178,1.0,0.04675439,False,707.08,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
48,0.61895324,1.0,0.04738304,0.61870178,1.0,0.04675439,False,707.71,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
49,0.61895562,1.0,0.04738901,0.61870178,1.0,0.04675439,False,707.41,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
50,0.61896654,1.0,0.04741629,0.61870178,1.0,0.04675439,False,644.51,0.0,0.0,0.0,0.0,859,0,0.0,0.0,0.0,0.0,976,0,0.0,0.0,0.0,0.0,62,0,0.0,0.0,0.0,0.0
